application_id,age,age_group,gender,ethnicity,education,employment_type,marital_status,annual_income,monthly_income,loan_amount_requested,loan_purpose,credit_score,monthly_debt_payments,debt_to_income_ratio,employment_length_years,savings,num_credit_lines,num_delinquencies,home_ownership,risk_score,decision,interest_rate,decision_date,biased_risk_score,biased_decision,bias_present
LA000857,72,65+,Male,White,Bachelor,Full-time,Single,117587,9798,188000,Other,726,1330,13.57,12,325229,11,0,Rent,95,Approved,8.62,2025-05-18T13:31:48.854466,92.82,Approved,False
LA000858,54,51-65,Male,White,Bachelor,Full-time,Divorced,114905,9575,185000,Debt Consolidation,769,1682,17.57,12,226004,6,0,Rent,100,Approved,7.19,2025-10-01T13:31:48.854550,97.51,Approved,False
LA000859,33,26-35,Female,White,Bachelor,Contract,Married,74003,6166,117000,Debt Consolidation,711,1067,17.3,10,77513,4,0,Rent,95,Approved,8.45,2026-02-03T13:31:48.854636,78.77,Approved,True
LA000860,50,36-50,Male,Hispanic,Bachelor,Full-time,Married,95729,7977,40000,Medical,765,3327,41.71,3,87708,5,0,Own,65,Approved,7.81,2025-02-14T13:31:48.854723,60.84,Approved,False
LA000861,70,65+,Male,White,Master,Self-employed,Single,140577,11714,56000,Medical,850,2874,24.53,11,134912,11,0,Own,90,Approved,5.99,2025-02-14T13:31:48.854809,89.25,Approved,False
LA000862,43,36-50,Female,Hispanic,Some College,Self-employed,Married,70900,5908,24000,Other,643,1083,18.33,18,109754,11,0,Own,75,Approved,10.13,2025-06-14T13:31:48.854904,65.4,Approved,True
LA000863,21,18-25,Female,White,High School,Part-time,Divorced,19136,1594,45000,Business,615,689,43.21,0,20124,12,0,Mortgage,40,Denied,,2025-11-25T13:31:48.854991,20.44,Denied,True
LA000864,27,26-35,Female,White,Some College,Self-employed,Married,69065,5755,24000,Debt Consolidation,714,2571,44.67,4,43476,6,0,Mortgage,60,Denied,,2025-10-08T13:31:48.855073,39.07,Denied,True
LA000865,30,26-35,Female,White,Master,Full-time,Married,78244,6520,70000,Medical,707,861,13.2,2,80144,13,0,Mortgage,90,Approved,8.87,2025-07-04T13:31:48.855166,71.82,Approved,True
LA000866,32,26-35,Male,White,Some College,Full-time,Married,42357,3529,69000,Medical,647,1474,41.76,9,10128,13,0,Mortgage,40,Denied,,2025-09-10T13:31:48.855251,33.58,Denied,True
LA000867,36,36-50,Female,Asian,Bachelor,Self-employed,Single,95165,7930,163000,Medical,709,891,11.24,2,75002,4,1,Rent,75,Approved,9.1,2025-10-15T13:31:48.855339,66.3,Approved,True
LA000868,19,18-25,Male,White,Some College,Contract,Married,46869,3905,31000,Home Improvement,761,1644,42.09,0,50682,13,0,Mortgage,65,Approved,7.73,2026-01-19T13:31:48.855428,49.51,Denied,True
LA000869,27,26-35,Male,White,Bachelor,Full-time,Married,64914,5409,140000,Business,618,800,14.79,5,39180,12,1,Rent,60,Denied,,2025-12-31T13:31:48.855511,50.37,Denied,True
LA000870,76,65+,Female,White,Master,Self-employed,Married,131344,10945,171000,Medical,722,2076,18.97,0,491560,6,0,Own,85,Approved,8.74,2025-10-05T13:31:48.855601,73.13,Approved,True
LA000871,58,51-65,Female,White,Bachelor,Full-time,Divorced,113682,9473,147000,Medical,772,1052,11.1,12,340658,5,0,Rent,100,Approved,7.17,2025-07-06T13:31:48.855687,87.57,Approved,True
LA000872,27,26-35,Male,White,Some College,Full-time,Widowed,54737,4561,74000,Debt Consolidation,772,1652,36.22,6,74869,10,0,Own,85,Approved,7.47,2025-04-29T13:31:48.855773,77.65,Approved,True
LA000873,22,18-25,Male,White,High School,Part-time,Married,20046,1670,6000,Debt Consolidation,667,629,37.65,2,10579,10,0,Rent,60,Approved,10.05,2025-04-03T13:31:48.855861,49.23,Denied,True
LA000874,29,26-35,Female,White,Some College,Contract,Divorced,51831,4319,89000,Medical,632,1195,27.67,3,39041,14,0,Mortgage,60,Approved,10.05,2025-08-25T13:31:48.855949,40.88,Denied,True
LA000875,26,26-35,Male,Hispanic,Bachelor,Contract,Married,80632,6719,39000,Home Improvement,678,2154,32.06,4,59729,12,0,Rent,60,Approved,9.74,2025-06-18T13:31:48.856035,49.43,Denied,True
LA000876,45,36-50,Female,Asian,Master,Full-time,Married,130002,10833,299000,Business,820,4497,41.51,19,143965,8,0,Rent,75,Approved,6.34,2025-11-10T13:31:48.856120,65.21,Approved,True
LA000877,38,36-50,Male,White,Master,Contract,Single,112277,9356,206000,Other,707,3455,36.93,15,96397,13,0,Rent,75,Approved,9.06,2026-01-22T13:31:48.856204,73.12,Approved,False
LA000878,58,51-65,Male,White,High School,Full-time,Married,55443,4620,131000,Debt Consolidation,822,1785,38.63,5,95624,6,0,Mortgage,85,Approved,6.42,2025-06-01T13:31:48.856287,84.54,Approved,False
LA000879,21,18-25,Male,White,High School,Full-time,Married,43726,3643,20000,Home Improvement,695,1037,28.46,1,23942,13,0,Rent,65,Approved,9.02,2025-12-14T13:31:48.856374,54.73,Denied,True
LA000880,33,26-35,Male,White,Some College,Full-time,Married,58247,4853,34000,Home Improvement,671,1713,35.29,7,6872,8,0,Own,55,Denied,,2025-09-21T13:31:48.856453,46.83,Denied,True
LA000881,58,51-65,Female,Hispanic,Bachelor,Full-time,Married,115443,9620,173000,Other,835,2655,27.6,13,40990,7,0,Mortgage,85,Approved,5.98,2025-04-28T13:31:48.856536,74.36,Approved,True
LA000882,26,26-35,Male,White,Some College,Full-time,Married,38318,3193,56000,Business,717,862,27.0,2,21725,10,0,Own,80,Approved,9.09,2025-12-01T13:31:48.856623,71.87,Approved,True
LA000883,37,36-50,Female,Asian,Bachelor,Self-employed,Single,98208,8184,169000,Debt Consolidation,687,1084,13.25,10,182365,9,0,Mortgage,85,Approved,9.29,2025-05-07T13:31:48.856708,75.99,Approved,True
LA000884,47,36-50,Female,White,Master,Full-time,Single,105474,8789,193000,Debt Consolidation,712,1164,13.24,24,41524,6,2,Rent,65,Approved,9.07,2026-01-20T13:31:48.856794,52.41,Denied,True
LA000885,50,36-50,Male,Hispanic,Some College,Contract,Divorced,53153,4429,74000,Home Improvement,811,1570,35.44,1,124658,5,2,Mortgage,55,Denied,,2025-05-31T13:31:48.856874,55.91,Denied,False
LA000886,29,26-35,Male,Asian,Bachelor,Full-time,Married,70848,5904,160000,Other,598,1976,33.47,10,61612,12,0,Own,45,Denied,,2025-02-23T13:31:48.856953,38.52,Denied,True
LA000887,42,36-50,Female,Hispanic,High School,Full-time,Married,52052,4337,65000,Medical,774,1048,24.16,15,61111,10,0,Mortgage,95,Approved,7.82,2025-11-18T13:31:48.857035,84.17,Approved,True
LA000888,34,26-35,Male,White,Some College,Full-time,Single,48848,4070,84000,Other,650,1418,34.83,0,79411,13,0,Mortgage,60,Approved,10.17,2025-06-20T13:31:48.857125,51.56,Denied,True
LA000889,66,65+,Female,White,Some College,Contract,Single,62574,5214,129000,Home Improvement,808,2050,39.31,6,193423,14,0,Rent,85,Approved,6.76,2025-04-17T13:31:48.857211,73.76,Approved,True
LA000890,50,36-50,Male,Black,High School,Part-time,Single,23179,1931,18000,Debt Consolidation,750,814,42.14,10,22358,3,0,Own,70,Approved,8.46,2025-10-06T13:31:48.857299,71.18,Approved,False
LA000891,45,36-50,Male,White,Master,Full-time,Married,113091,9424,86000,Home Improvement,699,1387,14.72,5,60458,11,0,Rent,80,Approved,8.62,2025-07-05T13:31:48.857385,81.15,Approved,False
LA000892,38,36-50,Male,White,PhD,Full-time,Single,110226,9185,265000,Debt Consolidation,705,1459,15.88,11,92416,14,0,Mortgage,90,Approved,9.1,2025-11-15T13:31:48.857549,91.1,Approved,False
LA000893,32,26-35,Male,White,High School,Full-time,Single,50796,4233,15000,Other,722,707,16.7,10,73101,10,0,Mortgage,95,Approved,8.15,2025-10-01T13:31:48.857636,86.25,Approved,True
LA000894,30,26-35,Female,Black,Some College,Full-time,Married,59086,4923,61000,Home Improvement,685,781,15.86,5,66506,8,0,Rent,85,Approved,9.0,2025-08-02T13:31:48.857721,67.44,Approved,True
LA000895,75,65+,Male,Hispanic,High School,Full-time,Single,60024,5002,32000,Home Improvement,699,1883,37.64,20,122663,10,0,Mortgage,70,Approved,9.2,2025-12-18T13:31:48.857904,68.87,Approved,False
LA000896,34,26-35,Female,White,Bachelor,Full-time,Married,75741,6311,31000,Other,746,2463,39.02,11,37179,1,0,Mortgage,70,Approved,8.39,2025-03-21T13:31:48.858222,51.47,Denied,True
LA000897,26,26-35,Male,Black,PhD,Self-employed,Single,99404,8283,196000,Debt Consolidation,755,3401,41.06,5,72183,9,0,Rent,70,Approved,7.52,2026-01-21T13:31:48.858452,64.56,Approved,True
LA000898,35,26-35,Female,White,Master,Full-time,Married,118287,9857,215000,Debt Consolidation,692,2575,26.12,9,38464,2,0,Mortgage,70,Approved,8.74,2025-06-20T13:31:48.858545,52.77,Denied,True
LA000899,39,36-50,Male,Other,Some College,Part-time,Married,35521,2960,65000,Home Improvement,796,495,16.72,13,40566,2,0,Rent,100,Approved,6.62,2025-10-04T13:31:48.858771,100.0,Approved,False
LA000900,51,51-65,Male,Hispanic,Bachelor,Full-time,Married,84975,7081,125000,Debt Consolidation,752,2045,28.88,1,207321,1,0,Rent,85,Approved,8.38,2025-06-26T13:31:48.858862,85.75,Approved,False
LA000901,32,26-35,Male,White,Bachelor,Full-time,Single,76703,6391,129000,Home Improvement,703,2810,43.96,6,81872,8,0,Rent,70,Approved,9.13,2025-06-08T13:31:48.858953,59.83,Denied,True
LA000902,32,26-35,Male,White,Some College,Full-time,Single,58444,4870,20000,Debt Consolidation,783,832,17.08,6,76724,4,0,Rent,100,Approved,7.15,2025-05-03T13:31:48.859101,92.32,Approved,True
LA000903,34,26-35,Female,White,Master,Self-employed,Married,128126,10677,319000,Debt Consolidation,672,2342,21.93,15,51603,12,0,Mortgage,70,Approved,9.12,2025-07-12T13:31:48.859195,54.91,Denied,True
LA000904,31,26-35,Female,Hispanic,Bachelor,Full-time,Married,85369,7114,135000,Home Improvement,670,2437,34.26,7,109439,1,0,Mortgage,70,Approved,9.5,2025-12-17T13:31:48.859290,52.43,Denied,True
LA000905,55,51-65,Male,Black,Bachelor,Full-time,Single,82419,6868,64000,Home Improvement,724,2497,36.36,9,131300,4,0,Rent,80,Approved,8.76,2026-01-04T13:31:48.859380,77.22,Approved,False
LA000906,40,36-50,Male,White,Some College,Full-time,Single,45254,3771,88000,Home Improvement,718,1495,39.64,16,59197,11,0,Mortgage,80,Approved,8.81,2025-04-16T13:31:48.859468,80.23,Approved,False
LA000907,37,36-50,Male,White,High School,Full-time,Divorced,36865,3072,47000,Other,723,1061,34.54,14,48633,3,0,Rent,80,Approved,8.98,2025-11-10T13:31:48.859558,77.36,Approved,False
LA000908,44,36-50,Female,White,Bachelor,Self-employed,Married,104865,8738,191000,Debt Consolidation,850,2827,32.35,20,47747,2,0,Mortgage,75,Approved,6.33,2025-10-23T13:31:48.859644,65.95,Approved,True
LA000909,46,36-50,Female,White,High School,Full-time,Single,51452,4287,89000,Debt Consolidation,756,1065,24.84,0,79092,14,0,Rent,85,Approved,8.18,2025-03-31T13:31:48.861656,73.17,Approved,True
LA000910,31,26-35,Male,Asian,Bachelor,Self-employed,Married,102354,8529,52000,Debt Consolidation,719,3446,40.4,7,153188,6,0,Rent,70,Approved,8.73,2025-03-04T13:31:48.861875,63.31,Approved,True
LA000911,34,26-35,Female,White,Bachelor,Full-time,Widowed,77960,6496,94000,Home Improvement,731,2236,34.42,4,146859,1,0,Mortgage,75,Approved,8.69,2025-07-01T13:31:48.862619,58.2,Denied,True
LA000912,29,26-35,Male,White,Bachelor,Part-time,Married,39137,3261,67000,Debt Consolidation,655,629,19.29,6,61643,7,0,Mortgage,85,Approved,9.52,2025-09-16T13:31:48.862765,76.23,Approved,True
LA000913,78,65+,Female,White,Bachelor,Self-employed,Married,92197,7683,95000,Medical,791,1244,16.19,14,261323,5,0,Mortgage,100,Approved,7.03,2025-09-06T13:31:48.862873,89.26,Approved,True
LA000914,32,26-35,Male,Asian,Bachelor,Full-time,Married,94891,7907,182000,Home Improvement,771,2864,36.22,3,96051,5,1,Mortgage,70,Approved,7.13,2025-08-15T13:31:48.862976,61.09,Approved,True
LA000915,62,51-65,Male,White,High School,Full-time,Married,55255,4604,103000,Business,782,525,11.4,10,82224,9,0,Mortgage,100,Approved,7.27,2025-03-23T13:31:48.863072,99.02,Approved,False
LA000916,60,51-65,Female,White,Bachelor,Full-time,Widowed,74825,6235,83000,Medical,755,689,11.05,23,242400,3,0,Rent,100,Approved,8.29,2025-04-05T13:31:48.863171,88.56,Approved,True
LA000917,35,26-35,Male,White,Bachelor,Part-time,Married,47595,3966,26000,Medical,662,1024,25.82,8,96717,2,0,Rent,80,Approved,9.87,2025-05-28T13:31:48.863270,72.95,Approved,True
LA000918,33,26-35,Male,White,Bachelor,Full-time,Married,94397,7866,211000,Debt Consolidation,621,2412,30.66,6,164359,8,0,Mortgage,60,Approved,10.26,2025-02-09T13:31:48.863377,50.21,Denied,True
LA000919,65,51-65,Male,White,Bachelor,Full-time,Married,108936,9078,174000,Other,753,3359,37.0,7,417256,4,0,Mortgage,85,Approved,7.64,2025-08-26T13:31:48.863472,84.83,Approved,False
LA000920,60,51-65,Female,White,Master,Self-employed,Single,176399,14699,73000,Home Improvement,850,3627,24.67,6,342736,11,1,Own,85,Approved,5.93,2025-09-27T13:31:48.863565,76.47,Approved,True
LA000921,41,36-50,Male,White,Bachelor,Full-time,Married,84596,7049,187000,Other,774,2316,32.85,14,50996,2,0,Rent,80,Approved,7.82,2025-12-20T13:31:48.863879,79.96,Approved,False
LA000922,49,36-50,Male,Black,Bachelor,Full-time,Married,102001,8500,75000,Home Improvement,766,2023,23.8,24,42897,13,0,Rent,85,Approved,7.9,2025-06-11T13:31:48.864123,84.72,Approved,False
LA000923,56,51-65,Female,Hispanic,High School,Full-time,Divorced,56007,4667,85000,Debt Consolidation,733,2010,43.07,13,94398,2,0,Rent,70,Approved,8.65,2025-12-31T13:31:48.864264,58.75,Denied,True
LA000924,31,26-35,Female,White,Some College,Contract,Married,55286,4607,114000,Medical,621,562,12.2,3,81873,10,0,Own,70,Approved,10.34,2025-11-29T13:31:48.864364,52.41,Denied,True
LA000925,33,26-35,Male,White,Bachelor,Part-time,Married,52343,4361,19000,Home Improvement,636,932,21.37,8,7892,2,0,Own,55,Denied,,2025-09-18T13:31:48.864768,44.99,Denied,True
LA000926,40,36-50,Female,White,Bachelor,Full-time,Single,72707,6058,173000,Home Improvement,688,1979,32.66,2,10851,12,0,Mortgage,50,Denied,,2025-05-15T13:31:48.864864,41.16,Denied,True
LA000927,40,36-50,Male,Asian,Bachelor,Full-time,Single,99985,8332,146000,Debt Consolidation,744,2704,32.45,18,176141,6,0,Mortgage,80,Approved,8.47,2026-01-28T13:31:48.864963,77.42,Approved,False
LA000928,63,51-65,Female,Black,Master,Self-employed,Married,135655,11304,65000,Debt Consolidation,720,1633,14.45,18,180922,11,0,Mortgage,95,Approved,8.72,2025-04-15T13:31:48.865055,84.04,Approved,True
LA000929,22,18-25,Female,Hispanic,High School,Part-time,Single,18131,1510,30000,Home Improvement,721,394,26.08,0,21041,12,0,Rent,80,Approved,8.77,2025-03-25T13:31:48.865146,58.26,Denied,True
LA000930,68,65+,Male,White,High School,Self-employed,Single,64149,5345,26000,Business,746,1433,26.81,11,209891,13,0,Mortgage,90,Approved,7.8,2025-07-28T13:31:48.865237,89.15,Approved,False
LA000931,35,26-35,Male,White,High School,Self-employed,Married,61133,5094,31000,Home Improvement,623,1708,33.53,6,69720,5,0,Mortgage,60,Denied,,2025-08-11T13:31:48.865320,51.66,Denied,True
LA000932,61,51-65,Male,White,Master,Full-time,Married,138790,11565,55000,Other,756,2398,20.73,3,163176,6,0,Mortgage,90,Approved,7.47,2025-09-17T13:31:48.865406,89.18,Approved,False
LA000933,60,51-65,Male,Asian,Master,Full-time,Single,97896,8158,164000,Medical,790,3558,43.61,5,28569,8,0,Own,65,Approved,6.88,2025-06-08T13:31:48.865523,62.27,Approved,False
LA000934,73,65+,Female,White,Bachelor,Self-employed,Single,141054,11754,210000,Business,817,2072,17.63,21,201832,6,0,Own,100,Approved,6.87,2025-10-18T13:31:48.865642,89.13,Approved,True
LA000935,51,51-65,Male,Asian,Some College,Part-time,Single,39178,3264,59000,Debt Consolidation,711,474,14.52,15,73326,14,0,Own,95,Approved,8.53,2025-07-27T13:31:48.865749,96.86,Approved,False
LA000936,40,36-50,Female,White,Bachelor,Full-time,Single,102292,8524,39000,Debt Consolidation,720,3448,40.45,13,73932,5,0,Own,65,Approved,8.4,2025-12-24T13:31:48.865845,58.72,Denied,True
LA000937,54,51-65,Male,White,Bachelor,Full-time,Single,87580,7298,60000,Home Improvement,755,1912,26.2,6,18176,14,0,Mortgage,85,Approved,7.54,2026-01-04T13:31:48.865945,87.08,Approved,False
LA000938,43,36-50,Male,Hispanic,Master,Full-time,Single,133923,11160,99000,Medical,734,1503,13.47,21,88156,8,0,Rent,90,Approved,8.79,2025-11-26T13:31:48.866052,93.91,Approved,False
LA000939,27,26-35,Female,White,Some College,Full-time,Single,55853,4654,81000,Home Improvement,699,1640,35.24,6,32323,11,0,Rent,65,Approved,8.67,2026-01-18T13:31:48.866157,43.66,Denied,True
LA000940,24,18-25,Male,White,High School,Part-time,Married,20727,1727,19000,Debt Consolidation,711,420,24.32,5,4794,2,0,Mortgage,80,Approved,9.12,2025-03-18T13:31:48.866255,66.08,Approved,True
LA000941,26,26-35,Male,White,High School,Full-time,Married,46484,3873,62000,Other,664,1737,44.84,3,12160,12,0,Rent,45,Denied,,2026-01-25T13:31:48.866345,36.67,Denied,True
LA000942,35,26-35,Male,Hispanic,Some College,Full-time,Divorced,56042,4670,32000,Debt Consolidation,658,491,10.51,11,4359,1,0,Own,70,Approved,10.19,2025-06-16T13:31:48.866438,63.52,Approved,True
LA000943,54,51-65,Female,White,Some College,Full-time,Married,48930,4077,68000,Debt Consolidation,724,891,21.85,7,152167,10,0,Rent,90,Approved,8.57,2025-10-29T13:31:48.866529,81.08,Approved,True
LA000944,25,18-25,Female,Asian,Master,Full-time,Married,111336,9278,262000,Home Improvement,716,3614,38.95,3,89948,7,1,Rent,60,Approved,8.45,2025-09-06T13:31:48.866635,35.07,Denied,True
LA000945,37,36-50,Male,White,High School,Full-time,Single,52025,4335,70000,Other,686,1453,33.51,5,102587,9,0,Mortgage,70,Approved,8.97,2026-01-22T13:31:48.867933,69.01,Approved,False
LA000946,35,26-35,Male,Black,Some College,Full-time,Single,51029,4252,115000,Medical,651,575,13.52,4,33035,7,0,Mortgage,75,Approved,10.41,2026-02-01T13:31:48.868091,67.18,Approved,True
LA000947,61,51-65,Female,Other,Master,Full-time,Single,112755,9396,97000,Business,754,3960,42.14,19,201580,12,0,Own,75,Approved,7.63,2025-10-17T13:31:48.868190,66.3,Approved,True
LA000948,45,36-50,Male,White,High School,Self-employed,Single,52299,4358,43000,Home Improvement,816,1466,33.64,22,60910,9,0,Rent,85,Approved,6.22,2025-02-16T13:31:48.868283,85.31,Approved,False
LA000949,36,36-50,Female,White,High School,Self-employed,Married,51166,4263,55000,Debt Consolidation,779,460,10.79,0,15943,7,0,Own,80,Approved,7.48,2025-06-15T13:31:48.868377,68.37,Approved,True
LA000950,77,65+,Male,White,Bachelor,Self-employed,Single,96566,8047,125000,Medical,820,3271,40.65,24,155712,7,0,Rent,75,Approved,6.83,2025-04-23T13:31:48.868467,74.01,Approved,False
LA000951,60,51-65,Male,White,High School,Full-time,Married,57238,4769,24000,Debt Consolidation,663,812,17.02,13,44515,4,0,Mortgage,80,Approved,9.75,2025-08-28T13:31:48.868560,79.32,Approved,False
LA000952,38,36-50,Male,Hispanic,Some College,Full-time,Single,50871,4239,62000,Home Improvement,717,511,12.05,11,69920,4,0,Mortgage,95,Approved,8.38,2025-05-08T13:31:48.868656,94.82,Approved,False
LA000953,27,26-35,Female,White,Master,Full-time,Married,103881,8656,64000,Other,652,3225,37.25,7,112309,2,0,Mortgage,70,Approved,9.57,2025-11-30T13:31:48.868752,49.91,Denied,True
LA000954,46,36-50,Male,White,Bachelor,Full-time,Married,80803,6733,178000,Debt Consolidation,840,2949,43.8,24,91035,3,0,Own,75,Approved,5.93,2025-02-27T13:31:48.868840,76.57,Approved,False
LA000955,48,36-50,Male,White,Master,Full-time,Married,98499,8208,150000,Business,767,2939,35.81,10,64337,13,0,Mortgage,80,Approved,7.69,2025-05-26T13:31:48.868928,82.09,Approved,False
LA000956,45,36-50,Female,White,Bachelor,Full-time,Married,105781,8815,228000,Debt Consolidation,776,3638,41.27,24,52404,8,0,Mortgage,65,Approved,7.39,2025-04-22T13:31:48.869013,55.91,Denied,True
LA000957,33,26-35,Female,White,Master,Full-time,Single,123604,10300,265000,Business,771,3895,37.81,14,73629,8,0,Mortgage,80,Approved,7.23,2025-11-04T13:31:48.869101,64.61,Approved,True
LA000958,47,36-50,Female,White,Some College,Contract,Divorced,46014,3834,53000,Home Improvement,711,1365,35.6,19,29729,13,0,Own,75,Approved,8.88,2025-12-31T13:31:48.869187,65.54,Approved,True
LA000959,55,51-65,Male,Hispanic,High School,Full-time,Single,60097,5008,132000,Other,777,1082,21.61,2,131312,1,2,Mortgage,70,Approved,7.21,2025-08-07T13:31:48.869273,72.87,Approved,False
LA000960,49,36-50,Male,White,High School,Full-time,Married,47117,3926,25000,Medical,791,1594,40.6,13,11139,14,0,Rent,65,Denied,,2025-12-22T13:31:48.869355,64.76,Approved,False
LA000961,38,36-50,Male,White,Master,Full-time,Single,129699,10808,307000,Home Improvement,770,1739,16.09,8,137272,11,0,Mortgage,100,Approved,7.48,2025-05-31T13:31:48.869443,100.0,Approved,False
LA000962,30,26-35,Male,White,Bachelor,Part-time,Single,38729,3227,95000,Medical,680,1080,33.46,11,5618,4,0,Mortgage,55,Denied,,2025-08-25T13:31:48.869522,45.44,Denied,True
LA000963,36,36-50,Male,Black,High School,Self-employed,Married,50889,4240,86000,Debt Consolidation,691,1177,27.75,6,40724,13,0,Own,75,Approved,9.5,2025-12-06T13:31:48.869611,73.46,Approved,False
LA000964,36,36-50,Male,White,Master,Self-employed,Married,152968,12747,276000,Debt Consolidation,804,1671,13.11,4,67808,11,0,Mortgage,85,Approved,6.68,2025-09-21T13:31:48.869698,83.06,Approved,False
LA000965,46,36-50,Male,White,Some College,Full-time,Single,56196,4683,57000,Debt Consolidation,703,937,20.01,16,8046,5,0,Rent,75,Approved,9.07,2025-08-02T13:31:48.869787,74.45,Approved,False
LA000966,56,51-65,Female,Asian,Bachelor,Part-time,Married,64893,5407,52000,Home Improvement,639,1017,18.81,19,44086,5,0,Mortgage,70,Approved,9.89,2025-02-15T13:31:48.869877,63.3,Approved,True
LA000967,32,26-35,Female,White,Bachelor,Full-time,Married,80533,6711,181000,Business,755,679,10.12,10,16756,6,0,Own,90,Approved,8.13,2025-05-19T13:31:48.869967,69.56,Approved,True
LA000968,29,26-35,Female,Hispanic,Master,Contract,Single,83044,6920,157000,Debt Consolidation,749,1698,24.54,2,88314,14,0,Own,85,Approved,7.56,2025-09-23T13:31:48.870058,67.48,Approved,True
LA000969,35,26-35,Female,Hispanic,Some College,Part-time,Married,34903,2908,86000,Medical,646,1011,34.76,1,42675,4,0,Mortgage,50,Denied,,2025-11-11T13:31:48.870140,32.83,Denied,True
LA000970,44,36-50,Female,Asian,PhD,Full-time,Married,127945,10662,44000,Debt Consolidation,741,3205,30.06,15,114085,3,0,Own,75,Approved,8.23,2025-07-30T13:31:48.870233,64.45,Approved,True
LA000971,76,65+,Male,White,High School,Self-employed,Single,72988,6082,102000,Other,774,2700,44.39,16,297411,8,0,Rent,75,Approved,7.54,2025-03-06T13:31:48.870441,74.52,Approved,False
LA000972,43,36-50,Male,White,PhD,Self-employed,Married,152809,12734,122000,Debt Consolidation,788,4332,34.02,12,172162,8,0,Mortgage,85,Approved,7.59,2025-12-14T13:31:48.870573,85.23,Approved,False
LA000973,50,36-50,Female,White,Master,Full-time,Single,109964,9163,269000,Debt Consolidation,731,3579,39.06,18,285972,5,0,Rent,80,Approved,8.75,2025-06-05T13:31:48.872577,73.45,Approved,True
LA000974,38,36-50,Female,White,PhD,Self-employed,Married,118035,9836,145000,Medical,797,3195,32.48,16,254355,8,0,Rent,85,Approved,7.0,2025-08-21T13:31:48.872679,74.63,Approved,True
LA000975,74,65+,Female,Hispanic,High School,Full-time,Married,57846,4820,69000,Home Improvement,775,1017,21.1,2,217228,9,0,Own,90,Approved,7.3,2025-03-11T13:31:48.872781,76.1,Approved,True
LA000976,56,51-65,Male,White,High School,Self-employed,Single,59919,4993,52000,Debt Consolidation,806,1797,35.99,11,55426,6,0,Own,80,Approved,7.19,2025-11-10T13:31:48.872876,80.98,Approved,False
LA000977,47,36-50,Female,White,Bachelor,Part-time,Single,45455,3787,73000,Business,749,1636,43.19,21,63666,3,0,Rent,70,Approved,8.29,2025-03-19T13:31:48.872967,57.34,Denied,True
LA000978,32,26-35,Female,White,Bachelor,Contract,Single,64253,5354,105000,Home Improvement,720,1805,33.71,6,83283,5,0,Mortgage,80,Approved,8.16,2025-05-03T13:31:48.873060,59.79,Denied,True
LA000979,55,51-65,Male,White,Some College,Contract,Single,61737,5144,61000,Debt Consolidation,682,771,14.99,16,19643,4,0,Rent,75,Approved,8.87,2025-10-24T13:31:48.873154,71.86,Approved,False
LA000980,28,26-35,Female,White,Bachelor,Full-time,Married,89242,7436,94000,Other,726,2124,28.56,3,91024,8,0,Own,85,Approved,8.62,2025-03-13T13:31:48.873249,66.96,Approved,True
LA000981,19,18-25,Male,White,High School,Contract,Divorced,41157,3429,93000,Debt Consolidation,634,1249,36.42,0,34452,13,0,Rent,45,Denied,,2025-11-30T13:31:48.873341,32.12,Denied,True
LA000982,48,36-50,Female,Black,Some College,Self-employed,Single,54333,4527,50000,Home Improvement,765,1780,39.31,7,33198,12,0,Rent,80,Approved,8.17,2026-01-27T13:31:48.873431,69.1,Approved,True
LA000983,28,26-35,Male,White,Master,Full-time,Married,89915,7492,139000,Debt Consolidation,696,2743,36.61,7,112206,12,0,Rent,70,Approved,9.21,2025-09-14T13:31:48.873523,62.28,Approved,True
LA000984,20,18-25,Female,Hispanic,Some College,Full-time,Single,42014,3501,21000,Home Improvement,687,1385,39.56,1,12499,10,0,Mortgage,50,Denied,,2025-06-22T13:31:48.873613,29.73,Denied,True
LA000985,30,26-35,Female,White,Bachelor,Self-employed,Single,97144,8095,30000,Home Improvement,731,1310,16.18,8,94318,10,0,Own,90,Approved,8.3,2025-12-31T13:31:48.873701,71.92,Approved,True
LA000986,47,36-50,Female,White,Bachelor,Self-employed,Divorced,112389,9365,51000,Medical,681,3622,38.67,18,149613,1,0,Rent,70,Approved,9.34,2026-01-02T13:31:48.873790,60.67,Approved,True
LA000987,25,18-25,Female,White,Bachelor,Full-time,Married,86008,7167,142000,Debt Consolidation,711,2334,32.56,5,37931,13,0,Mortgage,70,Approved,9.08,2025-05-09T13:31:48.873879,46.36,Denied,True
LA000988,27,26-35,Male,White,Bachelor,Full-time,Married,83952,6996,177000,Home Improvement,681,1156,16.52,7,96474,12,0,Own,85,Approved,9.18,2025-11-25T13:31:48.873971,76.56,Approved,True
LA000989,51,51-65,Female,Hispanic,Bachelor,Full-time,Married,74538,6211,115000,Home Improvement,698,2217,35.69,2,77559,9,0,Own,65,Approved,9.46,2025-06-26T13:31:48.874064,52.52,Denied,True
LA000990,27,26-35,Male,Hispanic,High School,Full-time,Married,39064,3255,51000,Home Improvement,738,1333,40.95,4,27507,12,0,Own,60,Approved,7.82,2025-09-21T13:31:48.874159,56.71,Denied,True
